Manager,Ranking
Guardiola,17049
José Mourinho,16529
A. Ferguson,14268
R. Mancini,11814
André Villas-Boas,10896
A. Wenger,10195
Seong-Hyo Yoon,9339
R. Gareca,9278
Juan Garrido,9131
Kang-Hee Choi,9050
J. Heynckes,9031
Unai Emery,9013
Gregorio Manzano,9002
M. Vucetich,8685
Muricy Ramalho,8593
H. Redknapp,8592
Jorge Jesus,8499
Marcelo Oliveira,8100
R. Garcia,7573
Vanderlei Luxemburgo,7550
M. Allegri,7524
T. Pulis,7271
Tite,7254
W. Mazzarri,7123
T. Boy,7009
D. Deschamps,6860
A. Nishino,6755
G. Vázquez,6688
Luiz Felipe Scolari,6650
Caio Júnior,6615
D. Stojković,6489
F. Guidolin,6330
Leonardo,6243
M. Lucescu,6242
Yong-Soo Choi,6241
Y. Semin,6227
A. Kombouare,6224
F. Magath,6159
Oswaldo de Oliveira,6116
Vágner Mancini,6050
Domingos Paciência,6045
K. Dalglish,6036
J. Klopp,6017
Dorival Júnior,6010
Manuel José,6002
L. Spalletti,5937
Abel Braga,5855
Jorginho,5800
Sun-Hong Hwang,5779
Sun-Hong Hwang,5779
M. Pellegrini,5677
A. Mohamed,5573
E. Meza,5467
F. Rutten,5435
F. de Boer,5392
Ho-Gon Kim,5354
Levir Culpi,5329
Nélson Baptista,5328
V. Karpin,5308
V. Karpin,5308
Cuca,5300
A. Pardew,5300
D. Moyes,5300
M. Slomka,5219
E. Reja,5160
J. Falcioni,5032
L. Slutsky,4986
G. Schürrer,4916
G. Schürrer,4916
Joaquín Caparrós,4914
C. Ancelotti,4830
Tae-Yong Shin,4824
R. Dutt,4789
K. Berdyev,4746
Manuel Preciado,4729
Luis García,4678
Celso Roth,4632
Joel Santana,4600
M. Markevych,4566
J. Aguirre,4539
M. Preud'homme,4531
J. Fossati,4511
Ricardo Ferretti,4508
Kyung-Hoon Park,4500
F. Antonetti,4477
L. Favre,4428
B. Labbadia,4428
Mendilibar,4420
Quique Sánchez Flores,4409
G. Alfaro,4404
D. Aguirre,4389
C. Ranieri,4387
T. Schaaf,4372
N. Lennon,4363
R. Hodgson,4324
Ik-Soo Ahn,4292
M. McCarthy,4200
A. McLeish,4150
L. van Gaal,4146
A. Jacobs,4145
M. Teguramori,4144
K. Kimura,4144
S. Schmid,4133
B. Arena,4131
O. Coyle,4100
R. Arruabarrena,4070
R. Arruabarrena,4070
G. Calderón,4046
Tarek El Ashri,4042
Adilson Batista,4040
Hae-Seong Jung,4037
D. Rossi,4019
R. Girard,4019
D. Simeone,3944
S. Güneş,3943
G. Verbeek,3942
C. Gourcuff,3915
N. Maâloul,3841
Ó. Ramírez,3836
I. Jovanović,3832
C. Reinoso,3821
D. Hecking,3813
Cristóvão Borges,3808
S. Bruce,3800
R. Rangnick,3774
M. Kurz,3733
J. Sampaoli,3710
M. Petrović,3700
Ernesto Valverde,3645
B. Galindo,3640
José Couceiro,3634
T. Tuchel,3614
Renato Gaúcho,3602
Roberto Martínez,3600
S. Mihajlović,3570
Jin-Han Choi,3570
P. Troglio,3564
J. Osorio,3549
P. Garande,3537
G. Pérez,3532
M. Yanagishita,3478
O. De Felippe,3478
A. Malesani,3468
V. Hizo,3431
E. Roy,3430
A. Kocaman,3430
J. Cruz,3419
M. Wada,3404
Míchel,3401
M. Hughes,3400
M. Hughes,3400
Lotina,3395
José Luis Oltra,3393
E. Bauza,3389
F. Gillot,3388
T. Fink,3372
T. Fink,3372
Tarek Yehia,3354
A. Ghotbi,3330
J. Kreis,3328
M. Ficcadenti,3328
H. Torres,3313
P. Montanier,3310
C. Galtier,3308
A. Casanova,3302
J. Real,3275
L. Bölöni,3261
J. Romero,3256
N. Soma,3256
M. Skorża,3252
Hélio dos Anjos,3200
S. Kean,3200
P. Vrba,3192
V. Montella,3179
L. Delneri,3153
M. Herrera,3134
L. Astrada,3130
J. Suzuki,3108
J. Suzuki,3108
J. Suzuki,3108
R. Garde,3090
E. Levy,3084
S. Pioli,3080
S. Solbakken,3074
C. Adriaanse,3064
Jesualdo Ferreira,2978
Man-Hee Choi,2975
R. Nilsson,2968
Pizzi,2958
R. Maaskant,2951
Talaat Youssef,2924
N. Pavlov,2920
N. Pavlov,2920
S. Hyndman,2912
Givanildo Oliveira,2900
I. Ambriz,2889
H. Kurosaki,2886
S. Silkin,2886
Juande Ramos,2886
R. Díaz,2874
C. Puel,2843
J. van den Brom,2822
Young-Jin Lee,2805
M. Laudrup,2801
M. Russo,2786
M. Ebrahimzadeh,2764
J. Fernandez,2753
E. Trossero,2742
M. Bielsa,2740
A. Haan,2739
M. Jol,2737
J. Alvarez,2722
Jung-Moo Huh,2720
H. Clausen,2717
A. Stanojević,2712
Anwar Salama,2666
K. Jarolím,2652
Pedro Martins,2648
D. Petrescu,2600
Antônio Lopes,2600
W. Meeuws,2580
A. Winter,2578
D. Davidović,2576
A. Grant,2550
P. Huistra,2530
P. Huistra,2530
M. Lasarte,2522
Manolo Jiménez,2520
D. Munteanu,2517
A. Ghalenoei,2514
Vítor Pereira,2505
Juan Ignacio Martínez,2470
E. Sağlam,2467
C. Pustai,2466
Leonardo Jardim,2462
D. Kashtan,2457
M. Sciacqua,2442
S. Muslin,2423
K. Daxbacher,2422
P. Bosz,2416
J. Riga,2414
Farouk Gaffar,2408
G. Riddersholm,2383
R. Moniz,2379
H. Stanislawski,2376
A. Dupont,2357
F. Emordi,2354
René Simões,2350
Helmi Toulan,2322
H. Stevens,2318
O. Asad,2304
G. Houllier,2300
I. Chavos,2295
W. Smith,2278
L. De Canio,2262
T. Kafkas,2241
José Bakero,2236
Toni,2235
D. Cocca,2231
P. Ljung,2230
J. López,2220
Rui Vitória,2216
D. Di Carlo,2212
F. Colomba,2212
G. Donis,2202
J. Burruchaga,2198
Mohamed Radwan,2193
M. Radukanov,2190
R. Donadoni,2184
P. Houston,2178
E. Berizzo,2176
F. Foda,2169
O. Lenczyk,2167
M. Decastel,2162
Alexandre Gallo,2160
J. Carrasco,2155
H. Van Veldhoven,2154
Z. Petrović,2146
R. Zielinski,2146
D. D'Onofrio,2142
R. Páez,2136
G. Gadzhiev,2132
Y. Maksimov,2109
Pepe Mel,2107
I. Badea,2106
J. M. Battaglia,2100
S. Bueno,2096
F. Vercauteren,2077
P. Gludovatz,2069
S. Mladenov,2064
M. Been,2056
S. Escobar,2050
M. Yakin,2032
A. Conte,2030
Hassan Shehata,2021
R. Prosinečki,2011
I. Holloway,2000
S. Méndez,1998
K. Rekdal,1992
Falcão,1982
M. Ivanir,1977
Manuel Machado,1972
V. Jílek,1965
R. Norling,1960
A. Avci,1959
P. Hoftych,1945
H. Eugui,1936
Mokhtar Mokhtar,1926
B. Peeters,1925
C. Trullet,1924
D. Garnero,1924
D. Skočić,1922
T. Sollied,1915
S. McCall,1909
R. Jans,1898
Carlos Carvalhal,1896
Daúto Faquirá,1894
P. Correa,1885
J. Ceulemans,1867
F. Komňacký,1866
P. Gerhardsson,1865
F. Kudelka,1850
S. Barrón,1848
V. Pyatenko,1844
M. Haglund,1837
Carlos Brito,1837
P. Grigoraş,1830
J. Tigana,1820
J. Karelse,1818
L. Penev,1815
B. Ivanković,1814
R. Ben Shimon,1811
G. Smith,1809
G. Smith,1809
T. Caanen,1809
O. Quintabani,1799
F. Schäfer,1794
P. Marino,1794
Su-Cheol Lee,1785
R. Caruso Lombardi,1776
A. Gamero,1775
E. Portillo,1772
R. Levy,1763
J. Mølby,1760
O. Kononov,1755
I. Andone,1728
Taha Basri,1720
J. Torrente,1717
E. Flores,1709
G. Pelusso,1687
J. Jarábek,1674
S. Stoilov,1670
S. Kobayashi,1665
P. Vermes,1656
G. Matosas,1655
Wu Jingui,1637
T. Bech,1636
Mohamed Nour,1634
Á. Cappa,1628
W. Gutiérrez,1627
L. Banide,1625
A. García,1625
C. Sforza,1624
Paulo Sérgio,1618
L. Kuchuk,1607
M. Özdilek,1606
S. Arveladze,1606
R. Çalımbay,1606
T. du Chatinier,1602
J. Sánchez Solá,1602
P. Sarmiento,1600
N. Warnock,1600
P. Lambert,1600
S. Tsiolis,1596
J. Soto,1593
S. Tsiolis,1596
J. Soto,1593
N. Larkou,1587
R. Lucescu,1586
P. Høgmo,1576
Y. Petrov,1574
M. Şumudică,1566
D. Kinnear,1565
P. Christodoulou,1563
O. Solskjær,1562
V. Petković,1560
H. Vanhaezebrouck,1555
Emad Soliman,1548
M. Skibbe,1541
K. Nielsen,1537
D. Uhrin,1536
Sang-Ho Kim,1530
A. Pastoor,1524
M. Babbel,1520
José Ramón Sandoval,1520
M. Brys,1516
P. Maes,1514
Ivo Vieira,1503
Toninho Cecílio,1500
J. Jönsson,1490
V. Kvartsyanyi,1487
Jang-Soo Lee,1480
K. Hjulmand,1473
S. Colantuono,1470
J. Šilhavý,1464
R. Warzycha,1463
Á. Gómez,1462
R. Skarsfjord,1462
F. Al Jabal,1460
L. Ciobotariu,1455
J. Mathijssen,1454
A. Alm,1450
H. Backe,1447
T. Butcher,1443
C. Gross,1439
C. Brown,1431
C. Brown,1431
S. Balakhnin,1430
Fabri González,1425
V. Vermezović,1414
Z. Psotka,1405
M. Pezzaiuoli,1404
Sun-Jae Wang,1402
B. Rodgers,1400
D. Mangia,1400
F. Çapa,1396
P. Carteron,1395
D. Lennon,1386
I. Sabău,1380
S. Genov,1379
H. Cúper,1377
S. Altman,1377
R. Atar,1375
P. Repetto,1375
A. Chantsev,1370
N. Karageorgiou,1368
M. Qosimov,1365
R. Zumdick,1365
T. Selymes,1362
Jaime Pacheco,1351
Bruno Ribeiro,1350
B. Uygun,1344
H. Jensen,1344
P. Rada,1344
Enderson Moreira,1343
F. Dury,1343
A. McCoist,1332
W. Fornalik,1325
L. N'Diaye,1316
J. del Solar,1302
L. N'Diaye,1316
J. del Solar,1302
R. Grigorchuk,1301
D. Sánchez,1300
J. Chávez,1298
F. Klopas,1295
P. Nowak,1291
P. Nowak,1291
Osama Orabi,1290
Y. Ildiz,1286
D. Dimitrov,1285
D. Casas,1276
J. Zielinski,1275
A. Axén,1275
I. Shum,1261
T. Miura,1258
M. Brindisi,1258
F. Motroc,1252
F. Castro,1250
P. Schöttel,1250
A. Veh,1248
Toni,1248
Luis Enrique,1244
R. Koeman,1242
M. Steijn,1242
M. Sredojević,1238
Š. Zaťko,1237
P. Mazloomi,1233
A. Giuntini,1232
Kwan Hwangbo,1230
D. Kalezić,1226
E. Cohen,1225
E. Cohen,1225
V. Goncharenko,1221
J. Jefferies,1217
M. Baždarević,1202
Pablo Caballero,1200
D. Fagermo,1200
R. Rakhimov,1196
V. Weiss,1193
S. Sakuma,1184
F. Gamboa,1184
S. Petrović,1181
B. Schuster,1179
B. Casoni,1178
R. Ortiz,1175
J. Grindhaug,1175
S. Boström,1171
H. Vogel,1165
Z. Njeguš,1163
D. Đurđević,1162
Ma Lin,1160
G. Igesund,1158
M. Probierz,1157
Rui Bento,1148
A. Alic,1145
T. Lemonis,1143
J. Cruz,1134
T. Havutçu,1134
R. Martínez,1129
N. Kostenoglou,1128
Z. Dalic,1127
T. Doll,1125
R. Deila,1125
W. Kogler,1125
T. Aune,1124
R. De Sá,1120
Mimi Abdel Razek,1118
C. Larsen,1118
J. Spencer,1113
S. Stoev,1111
N. Gorosito,1110
C. Michniewicz,1100
Paulo César Gusmão,1100
D. Bajević,1099
Z. Milinković,1099
I. Sopegno,1095
D. Lavagne,1094
G. Iachini,1092
L. Nosicky,1090
Y. Mizrahi,1087
Å. Hareide,1075
A. Nawałka,1075
T. Saburic,1074
V. Kotal,1073
Esteban Vigo,1067
A. Minteuan,1056
R. Romano,1056
S. Komphela,1054
M. Šašić,1053
A. Gordeev,1052
Shen Xiangfu,1052
L. Søndergaard,1051
Jorge Costa,1050
G. Berrío,1050
Pedro Emanuel,1050
G. Almada,1050
H. Karaman,1050
D. Petkov,1048
B. Olsen,1046
B. Olsen,1046
N. Papadopoulos,1042
M. Sorg,1040
A. Kobelev,1040
V. Nepomnyashchiy,1040
D. Vukićević,1036
T. Asano,1036
P. Olsson,1025
F. Yallop,1024
R. Brood,1020
Sang-Chul Yoo,1020
P. Sørensen,1015
P. Marini,1014
A. Jonker,1014
I. Petev,1012
W. Vloet,1012
M. Wieghorst,1006
P. Swärdh,1000
F. Terim,1000
Émerson Leão,1000
I. Stan,999
B. Challandes,994
V. Yaremchenko,987
D. Okuka,980
G. Sannino,980
J. Lennartsson,975
Y. Naim,975
C. Stachura,975
Mílton Cruz,970
R. Fraser,970
M. Ouzounidis,969
J. Campos,968
R. Krol,964
F. David,962
Woe-Ryong Chang,957
O. Paulín,950
S. Dora,950
G. Ghrairi,948
D. Ollé-Nicolle,937
M. Soukup,937
D. Cheryshev,936
Y. Krasnozhan,936
S. Tashuev,936
S. Cîrţu,936
L. Fournier,930
T. Kafarski,926
N. Papavasiliou,925
D. Carreño,925
N. Pumpido,925
S. Tarkovic,924
F. de Haan,920
K. Özdeş,920
N. Frederiksen,915
D. Vavruška,909
G. Mulţescu,906
B. Bandović,906
B. Metsu,902
L. Ristovski,900
Silas,900
I. Iliev,898
M. Petrous,891
H. Aabrekk,888
Pedro Caixinha,884
J. Luhukay,880
M. Pehrsson,875
Rafael Benítez,873
M. Đukić,873
M. Kosanović,872
D. Sanchez,868
Mahmoud Gaber,860
I. Baytiev,858
D. van Wijk,853
J. Andersson,850
J. Díaz,850
H. Bodhert,850
J. Cardozo,847
F. Hadžibegić,845
Paulo Alves,840
S. Krunić,838
H. Berg,838
K. Jurčić,836
S. Kovalets,831
Mozer,828
Xi Zhikang,827
J. Cubilla,826
M. Zanabria,826
F. Lederer,825
K. Angelov,822
B. Solomons,818
M. Solano,814
R. La Volpe,814
R. Mora,814
O. Melkemichel,812
M. Katsavakis,810
Jairo Araújo,800
Osmar Loss,800
G. McAllister,800
D. Đorđević,800
N. Shirazi,800
Albert Ferrer,792
Albert Ferrer,792
A. Guimarães,792
R. Khaydarov,791
O. Da Gama,788
M. Božović,780
J. Zamora,780
B. Mutti,780
Miguel Portugal,776
M. Paatelainen,775
F. Arce,775
M. Wotte,774
Ashraf Kasem,774
M. Koubek,764
K. Shiels,762
N. Saglam,760
C. Hughton,758
A. Dzhambazki,753
S. Desabre,751
O. Streccia,750
N. Otero,750
H. Broos,748
L. Madelón,740
S. Nicol,740
J. Hernández,738
W. Gregoritsch,737
A. Boyacá,736
Carlos Azenha,736
O. Protasov,735
Y. Zouaoui,729
C. Bencomo,729
F. Ocampo,725
J. Urban,725
N. Manea,720
V. Gazzaev,719
V. Sharan,714
Zhu Jiong,713
Álex García,708
M. Oenning,704
C. Wollitz,702
D. Milanič,702
V. Finke,702
D. Kühbauer,700
R. Di Matteo,700
Dimas Filgueiras,700
A. Tesser,700
Y. Abukasis,697
A. Gallego,694
Hamza El Gamal,688
R. Kasperczyk,688
G. Ivanov,687
Tae-Wan Kim,680
M. Diyadin,680
E. Velev,677
O. Tetradze,676
L. Jurkemik,675
M. Kushev,675
L. Núñez,675
M. Hašek,672
M. Bakkal,672
S. Kuzeljević,663
E. Rergis,653
K. Stanner,650
P. Hapal,650
M. Lepe,648
V. Răchită,645
Maqueda,645
Júlio Leal,644
Nelo Vingada,637
J. Sierra,636
C. Enache,630
G. Paraschos,627
T. Prahl,625
E. Favaro,625
L. Ojrzynski,625
Á. Aponte,625
W. Piedrahita,625
Pedro Rodríguez,625
M. Rada,624
G. Caramarin,624
A. Chervenkov,624
L. Fallas,616
G. Polyviou,613
L. Kozel,612
A. Ruiz,612
João Alves,609
G. Hagi,609
J. Saibene,606
C. Daum,603
Quim Machado,600
N. Klinger,600
L. Šimčo,600
H. Ovelar,600
R. Dabrowski,600
Mauro Fernandes,600
Julinho Camargo,600
P. Jokanovic,598
M. Hemmingsen,594
Y. Shinoda,592
N. Anastopoulos,585
J. Bonfrere,585
J. Bonfrere,585
J. Garcia,584
José Rachão,584
L. Bonačić,580
E. Middendorp,578
J. Thorup,577
Y. Bakalov,576
M. Grana,575
Y. Shatalov,575
F. Straka,575
A. Tarkhanov,572
L. McKinna,572
João Pereira,563
A. Cuffaro Russo,562
I. Leonov,561
I. Palmer,560
E. Di Francesco,560
M. Neveleff,558
K. Hasegawa,555
R. Magić,553
A. Ulderink,552
E. Koeman,552
Víctor Muñoz,551
R. Mroczkowski,550
B. Ünder,546
J. Pinto,544
C. Janssens,543
Eurico Gomes,543
G. Brepoels,541
P. Kucherov,536
J. Neeskens,536
Ulisses Morais,529
R. Johansen,525
D. Bekvalac,525
M. Giampaolo,522
M. Mngqithi,520
T. Hori,518
T. Soehn,518
Taha Basry,516
Mohamed Omar,516
Abdelaziz Abdelshafi,516
A. Guľa,513
A. Muurinen,512
R. Fringer,510
Javi Gracia,506
José Guilherme,506
V. Urbonas,505
P. Alonso,504
Estevam Soares,500
D. Kanatlarovski,500
Estevam Soares,500
D. Kanatlarovski,500
M. Nikolic,500
M. Nikolić,500
B. Reid,496
O. Pantaloni,496
G. Petreski,492
I. Gorowa,492
P. Troussier,488
W. Boessen,484
Manuel Fernandes,483
J. Plíšek,481
V. Petrov,480
A. Cormier,478
A. Cartier,476
J. Giordano,475
E. Arias,475
P. Stöger,475
F. Cipro,475
J. Acuña,475
P. Medynský,475
I. Balaci,474
V. Eshtrekov,468
M. Frontzeck,468
S. McClaren,468
B. Cristaldo,468
R. Van Geneugden,465
A. Benchikha,464
K. Tørum,462
G. Costas,459
F. Quirarte,458
B. McDermott,450
J. Campos,450
D. Lanata,450
Ronaldo Torres,450
A. Křeček,450
Raúl Möller,450
J. Azconzábal,444
R. Sensini,444
P. Dermitzakis,432
A. Herczeg,432
K. Kis,431
Kamal Ettman,430
B. Tennes,429
D. Kosič,426
Manuel Barbosa,426
D. Mitosevic,425
M. Bartoszek,425
N. Vignjević,425
R. Arias,424
D. Arrigoni,420
F. Simukonda,420
S. Aybaba,420
A. Pelici,420
O. Özdemir,420
G. Hadzhievski,418
V. Alvarado,418
I. Marin,417
S. Cherchesov,416
S. Nikolić,416
D. Todorov,416
D. Todorov,416
D. Todorov,416
M. Mjelde,412
N. Kostov,412
N. Kostov,412
Marcelo Martelotte,411
C. Neves,410
Paulo Fonseca,408
J. McIntyre,406
D. Isăilă,405
F. Bustos,405
S. Constantine,400
L. Pecko,400
P.Gergely,400
M. Zafran,400
M. Kiković,400
N. Milovanović,400
G. Heerkes,396
A. Cavasin,390
Roberto Olabe,388
Z. Barisic,387
K. Moskal,387
D. Penev,387
T. Møller Nielsen,386
M. Stekelenburg,386
M. Stekelenburg,386
A. Skarbalius,385
G. Stempel,384
O. Christensen,382
S. Toplak,381
Ednaldo Patricio,376
A. Araújo,375
J. de la Pava,375
H. Sosa,374
D. Besek,373
L. Suárez,370
D. Cagna,370
R. Pompei,370
A. Zdravkov,364
M. Rueda,362
Manuel Cajuda,360
J. Delgado,360
E. Orie,357
J. Trejo,352
J. Torres,352
G. Michalitsos,352
S. Demol,351
E. Acevedo,350
M. O'Neill,350
S. Grozdanov,350
R. Maradiaga,348
S. Podpaly,348
M. Stoichiţă,343
A. Meguellati,341
V. Lavička,339
M. Pană,336
Ü. Özat,336
Mariano Barreto,334
K. Okuma,333
L. Mutasa,333
I. Mraz,330
P. Malura,326
Z. Dogan,326
J. Škoro,325
S. Milanović,325
J. Barrios,325
S. Drapić,325
Č. Janevski,325
E. Palacios,325
R. Da Silva,325
D. Pasieka,325
K. Kieres,325
G. De Boeck,322
J. Lammers,322
D. Tosello,321
P. Denier,319
F. Navarro,316
G. Ventura,312
R. Kristinsson,312
L. Prukner,306
E. Mahpud,300
V. González Scott,300
Antonio López,300
R. Chilavert,300
Sérgio Soares,300
Eduardo Souza,300
R. Insúa,300
R. Palmgren,300
L. Diniță,300
K. Németh,300
J. Antúnez,300
M. Radványi,300
Paulo Sousa,297
M. Tojo,296
P. Morant,296
D. Guion,292
A. Souayah,292
H. Fournier,292
L. Benzarti,291
G. Negirev,288
S. Starčević,288
M. Vukotić,288
O. Shudryk,288
M. Lăcătuş,288
K. Marko,286
Juanjo González,285
P. Perret,283
H. Theunissen,282
I. Katalinić,280
F. Van der Elst,279
É. Carvajal,275
M. Balbul,275
N. Yehezkel,275
J. Lehkoživ,273
E. Piserchia,272
Jorge Casquilha,270
Ó. Kristjánsson,270
M. Ertuğral,269
G. Geguchadze,265
G. Lacombe,260
N. Matushev,260
Tarek El Sawy,258
A. Geiger,258
V. Mukhanov,258
K. Bergersen,252
R. Góralczyk,250
D. Alonso,250
Raúl Amarilla,250
A. Janjić,250
L. Blanco,250
E. Del Capellán,250
V. Kumykov,249
G. Vasilev,247
L. Cowlishaw,246
J. Chávez,246
T. Thordarson,244
G. Martínez,242
R. Arenas,242
R. Cardoso,240
